"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene"
-2.25481926982262,-0.996533038806145,-5.74629279343724,5.7299604121384e-07,0.00626432540733234,3.9934208566528,"ENSG00000278803"
-2.72676258790565,-0.96511211546061,-5.72535241953064,6.16931791149531e-07,0.00626432540733234,4.0643515814992,"ENSG00000285578"
-2.22264333528259,-0.445626482422852,-4.73961486566253,1.87528893301419e-05,0.0825398671900081,2.00568768974873,"ENSG00000285474"
-1.47904767133198,1.16664823558339,-4.62212768812522,2.78532508373473e-05,0.0825398671900081,2.2375857328747,"ENSG00000122025"
-0.859890429754541,3.58057404472806,-4.59904281741637,3.00936380664224e-05,0.0825398671900081,2.32752434797375,"ENSG00000230624"
-1.07502053480783,0.310190842511368,-4.58121783757989,3.1943386467768e-05,0.0825398671900081,1.84936909233701,"ENSG00000288087"
-1.84958521928255,-0.226282537899603,-4.56754394034782,3.34373638651105e-05,0.0825398671900081,1.67252397254531,"ENSG00000250846"
-1.20046915214162,-0.0717825977485974,-4.54460538325056,3.60985220610437e-05,0.0825398671900081,1.62233359375372,"ENSG00000229017"
-1.23220034278795,0.246590365829065,-4.52910451648308,3.80129869165654e-05,0.0825398671900081,1.70236869744659,"ENSG00000165695"
0.658348207745232,4.90420131272404,4.50900358880057,4.06440157524168e-05,0.0825398671900081,2.06475131974174,"ENSG00000162980"
-1.08286331358342,3.6119841204689,-4.38367285493316,6.15481876389995e-05,0.111964498229116,1.68929097941156,"ENSG00000008118"
-1.3853615665468,0.469774564458539,-4.36172295836443,6.61598374408798e-05,0.111964498229116,1.36333456973541,"ENSG00000234473"
-2.14635196669405,-0.554509681854236,-4.1931229797201,0.000114731689172561,0.140992269699441,0.580578140235679,"ENSG00000287908"
-2.15876336999524,0.246579245451782,-4.18074680956973,0.00011942452095576,0.140992269699441,0.862655437860447,"ENSG00000226384"
-0.897525835101703,0.68013902491822,-4.17456091930546,0.00012183948053058,0.140992269699441,0.857937274662651,"ENSG00000279954"
-1.11553175765039,3.72759027562168,-4.17311934695544,0.000122409046353761,0.140992269699441,1.07424036268834,"ENSG00000230910"
-1.30885428667162,0.95364416428862,-4.15141476100878,0.000131303594006376,0.140992269699441,0.891028850674366,"ENSG00000254363"
-0.835465373493409,3.91349167015596,-4.12816221473063,0.000141528338692671,0.140992269699441,0.944291782329421,"ENSG00000092094"
-1.41949525618872,0.493441277058545,-4.1207644735826,0.00014494037095433,0.140992269699441,0.737210081777629,"ENSG00000287583"
-1.05388776209546,0.0382239992366774,-4.10616500666632,0.000151909738283066,0.140992269699441,0.533293511750553,"ENSG00000277361"
-0.905506946687505,2.49826059913474,-4.09904249805997,0.000155426732403942,0.140992269699441,0.845551593857816,"ENSG00000129484"
-1.29535570275908,1.88062755369138,-4.09841287025001,0.000155741405132069,0.140992269699441,0.828332805992073,"ENSG00000251595"
-1.15993049571206,0.6941327755329,-4.0906309145987,0.000159682007242817,0.140992269699441,0.677734588788664,"ENSG00000185272"
-0.823343912673157,4.62624653186818,-4.03935844362168,0.000188168778656464,0.141655128419128,0.686478008825489,"ENSG00000117625"
-1.69457333775444,0.744866394390852,-4.03044716652043,0.000193598063944818,0.141655128419128,0.5509121399604,"ENSG00000255104"
-0.723903030228169,2.57113008518493,-4.00586146127842,0.000209375325926468,0.141655128419128,0.584579868739675,"ENSG00000124588"
-0.992011638434797,7.11877094165713,-3.99220084177606,0.000218672190170031,0.141655128419128,0.546952368570238,"ENSG00000008086"
1.37372753660632,1.84316353259719,3.98753819794784,0.000221935868189541,0.141655128419128,0.323104842367658,"ENSG00000204386"
1.03682668708685,3.37199922108103,3.98063371924032,0.000226855439005747,0.141655128419128,0.502104344412824,"ENSG00000121900"
-1.10595994286282,1.11411078955506,-3.97900291433026,0.000228032724053376,0.141655128419128,0.435446687964385,"ENSG00000258561"
-1.12456004278905,3.48337298494172,-3.97529517143209,0.000230731387819836,0.141655128419128,0.508188298695734,"ENSG00000165973"
0.490061516563828,3.97005593942026,3.97395016991558,0.000231717953804789,0.141655128419128,0.504351435272154,"ENSG00000108960"
-2.44567969460971,-1.07089375473582,-3.96957969202386,0.000234951964475256,0.141655128419128,-0.140592726589152,"ENSG00000149474"
-0.838381580586809,2.93085081088966,-3.9573526318219,0.000244233103061582,0.141655128419128,0.45660350343026,"ENSG00000162543"
-0.65135086959873,3.20254015087542,-3.94584969454465,0.000253287436530738,0.141655128419128,0.425499732538187,"ENSG00000143369"
